00003780 FUN_00003780
800754c4 func3_that_uses_structs_at_0x80100000
800754e0 FUN_800754e0
80075540 uninteresting_if_0x80100000!=0_which_its_not_in_my_tests
80075650 func4_that_uses_structs_at_0x80100000
800756c0 func5_that_uses_structs_at_0x80100000
80075704 func6_that_uses_structs_at_0x80100000
8007572c func7_that_uses_structs_at_0x80100000
8007579c func8_that_uses_structs_at_0x80100000
8007585c FUN_8007585c
80075890 FUN_80075890
800758b4 FUN_800758b4
800758cc FUN_800758cc
800758e8 FUN_800758e8
80075948 memcpy_to_MMIO_for_sending_packets?
80075a64 FUN_80075a64
80075ae8 FUN_80075ae8
80075b50 FUN_80075b50
80075b64 FUN_80075b64
80075b88 FUN_80075b88
80075bac FUN_80075bac
80075bd4 FUN_80075bd4
80075c00 FUN_80075c00
80075c2c FUN_80075c2c
80075c68 FUN_80075c68
80075ca4 FUN_80075ca4
80075ca8 FUN_80075ca8
80075db8 FUN_80075db8
80075e34 possible_logger_called_if_no_patch4_recursive_to_possible_logger
80075eb0 FUN_80075eb0
80075ee0 FUN_80075ee0
80075f58 FUN_80075f58
80075fd0 FUN_80075fd0
80075ffc FUN_80075ffc
80076050 FUN_80076050
80076090 FUN_80076090
80076110 FUN_80076110
800761b4 FUN_800761b4
800761f4 LMP__25B_meat
80076270 FUN_80076270
800762f4 called_by_unknown_fptr_index1_big_do_while_true
8007666c FUN_8007666c
80076684 FUN_80076684
800766a4 FUN_800766a4
80076708 FUN_80076708
8007677c FUN_8007677c
800767ec FUN_800767ec
80076904 FUN_80076904
80076974 FUN_80076974
800769b8 FUN_800769b8
80076a20 FUN_80076a20
80076b7c FUN_80076b7c
80076bd8 do_something_with_DHKey
80076c08 FUN_80076c08
80076c2c FUN_80076c2c
80076c50 FUN_80076c50
80076c68 FUN_80076c68
80076c90 FUN_80076c90
80076ce4 FUN_80076ce4
80076d90 FUN_80076d90
80076dc8 FUN_80076dc8
80076e58 FUN_80076e58
80076ee4 FUN_80076ee4
80076f10 FUN_80076f10
80076f58 FUN_80076f58
80076fa8 FUN_80076fa8
80077020 FUN_80077020
80077130 FUN_80077130
8007717c FUN_8007717c
8007718c FUN_8007718c
800773d8 FUN_800773d8
80077474 VSC_0xfca1_FUN_80077474
80077508 FUN_80077508
80077620 call2funcs
80077638 FUN_80077638
800776c8 FUN_800776c8
800777e2 FUN_800777e2
800777f6 FUN_800777f6
800778aa FUN_800778aa
800778d4 FUN_800778d4
80077928 FUN_80077928
80077988 FUN_80077988
800779a8 FUN_800779a8
800779d0 FUN_800779d0
80077a50 FUN_80077a50
80077ac4 FUN_80077ac4
80077b04 FUN_80077b04
80077b2c FUN_80077b2c
80077b8c FUN_80077b8c
80077bcc FUN_80077bcc
8007814c FUN_8007814c
800786c4 FUN_800786c4
800786dc FUN_800786dc
80078798 FUN_80078798
80078828 FUN_80078828
8007882c FUN_8007882c
80078830 FUN_80078830
80078834 FUN_80078834
80078838 FUN_80078838
8007883c FUN_8007883c
80078840 FUN_80078840
80078844 FUN_80078844
80078848 FUN_80078848
8007884c FUN_8007884c
80078850 FUN_80078850
800788e4 FUN_800788e4
80078914 FUN_80078914
80078938 FUN_80078938
800789c0 FUN_800789c0
80078a44 FUN_80078a44
80078a78 FUN_80078a78
80078b0c FUN_80078b0c
80078b7c FUN_80078b7c
80078b94 FUN_80078b94
80078bb4 FUN_80078bb4
80078bd0 FUN_80078bd0
80078be8 FUN_80078be8
80078c18 FUN_80078c18
80078ca8 FUN_80078ca8
80078d8c FUN_80078d8c
80078de0 FUN_80078de0
80078e68 VSC_0xfc7a_FUN_80078e68
80078eb8 FUN_80078eb8
80078efe caseD_1
80078f24 caseD_2
80078fdc FUN_80078fdc
8007913c FUN_8007913c
80079180 FUN_80079180
800791d0 FUN_800791d0
8007943c send_evt_INVALID_opcode_0xFF
80079460 FUN_80079460
800794cc FUN_800794cc
800795c0 FUN_800795c0
80079614 FUN_80079614
80079634 FUN_80079634
80079654 FUN_80079654
8007967c FUN_8007967c
800796b8 FUN_800796b8
80079808 FUN_80079808
80079844 FUN_80079844
800798b0 call_to_HCI_Disconnect_on_error
80079934 FUN_80079934
8010a000 FUN_8010a000
8010a410 FUN_8010a410
8010a49c FUN_8010a49c
8010a4ac FUN_8010a4ac
8010a550 FUN_8010a550
8010a594 FUN_8010a594
8010a5ac FUN_8010a5ac
8010a5d8 FUN_8010a5d8
8010a64c FUN_8010a64c
8010a6c8 FUN_8010a6c8
8010a6ec FUN_8010a6ec
8010a7b8 FUN_8010a7b8
8010a84c FUN_8010a84c
8010aa58 FUN_8010aa58
8010aadc FUN_8010aadc
8010ab2c FUN_8010ab2c
8010abd0 FUN_8010abd0
8010ad38 FUN_8010ad38
8010ad88 FUN_8010ad88
8010adb8 FUN_8010adb8
8010ade4 FUN_8010ade4
8010ae8c FUN_8010ae8c
8010af40 FUN_8010af40
8010af70 FUN_8010af70
8010b04c FUN_8010b04c
8010b0a4 FUN_8010b0a4
8010b118 FUN_8010b118
8010b1b8 FUN_8010b1b8
8010b35c FUN_8010b35c
8010b380 FUN_8010b380
8010b3d8 FUN_8010b3d8
8010b5d8 FUN_8010b5d8
8010b64c FUN_8010b64c
8010b7d4 FUN_8010b7d4
8010bb54 FUN_8010bb54
8010bce0 FUN_8010bce0
8010bda0 FUN_8010bda0
8010beac FUN_8010beac
8010c09c FUN_8010c09c
8010c0f4 FUN_8010c0f4
8010c160 FUN_8010c160
8010c178 FUN_8010c178
8010c198 FUN_8010c198
8010c260 FUN_8010c260
8010c278 FUN_8010c278
8010c43c FUN_8010c43c
8010c49c FUN_8010c49c
8010c63c FUN_8010c63c
8010c780 FUN_8010c780
8010c7b4 FUN_8010c7b4
8010c854 FUN_8010c854
8010ca20 FUN_8010ca20
8010cc94 FUN_8010cc94
8010ccb8 FUN_8010ccb8
8010ce0c FUN_8010ce0c
8010d154 patch_replaces->assoc_w_tLMP_CH__passthrough
8010d168 FUN_8010d168
8010d1f4 FUN_8010d1f4
8010d2e8 FUN_8010d2e8
8010d37c FUN_8010d37c
8010d434 FUN_8010d434
8010d618 FUN_8010d618
8010d7e4 FUN_8010d7e4
8010d890 FUN_8010d890
8010d9f4 FUN_8010d9f4
8010da70 patch_replaces->assoc_w_tLC_TX
8010daa4 FUN_8010daa4
8010dd1c FUN_8010dd1c
8010dfb0 patch_replaces->assoc_w_tLMP
8010e214 FUN_8010e214
8010e27c patch_that_calls_patch_that_calls_main_LMP_func_possible_callback_override
8010e350 FUN_8010e350
8010e81c FUN_8010e81c
8010e82c FUN_8010e82c
8010e83c FUN_8010e83c
8010e840 FUN_8010e840
8010e940 FUN_8010e940
8010e99c FUN_8010e99c
8010ea60 FUN_8010ea60
8010eac0 FUN_8010eac0
8010eae0 FUN_8010eae0
8010ebcc FUN_8010ebcc
8010ed68 FUN_8010ed68
8010ef68 FUN_8010ef68
8010eff8 FUN_8010eff8
8010f05c FUN_8010f05c
8010f104 FUN_8010f104
8010f1a4 FUN_8010f1a4
8010f2b8 FUN_8010f2b8
8010f370 FUN_8010f370
8010f404 FUN_8010f404
8010f568 FUN_8010f568
8010f6cc FUN_8010f6cc
8010f85c FUN_8010f85c
8010f8d8 FUN_8010f8d8
8010f950 FUN_8010f950
8010fa34 FUN_8010fa34
8010fb08 FUN_8010fb08
8010fc58 FUN_8010fc58
8010fcac FUN_8010fcac
8010fed8 FUN_8010fed8
8010ff08 FUN_8010ff08
8010ff28 FUN_8010ff28
8010ffcc FUN_8010ffcc
80110000 FUN_80110000
80110044 FUN_80110044
8011006c FUN_8011006c
801100bc FUN_801100bc
8011011c FUN_8011011c
8011021c FUN_8011021c
801102f0 FUN_801102f0
80110310 FUN_80110310
80110364 FUN_80110364
801103d4 FUN_801103d4
80110524 FUN_80110524
801105bc FUN_801105bc
801105e8 FUN_801105e8
80110640 FUN_80110640
801106bc FUN_801106bc
80110700 FUN_80110700
80110724 FUN_80110724
80110858 FUN_80110858
80110868 FUN_80110868
801109f8 FUN_801109f8
80110b54 FUN_80110b54
80110ca4 FUN_80110ca4
80110ddc FUN_80110ddc
80110fb4 FUN_80110fb4
